delta,imbalance,mid_price,mid_price_wt,mid_price_mkt,mid_price_vwap,dt
0.0,270.47328508272767,22753000.0,22753400.0,22752507.6,22754991.3,2022-11-26 23:05:18.494862
0.0,270.47328508272767,22753000.0,22753400.0,22752507.6,22754991.3,2022-11-26 23:05:19.562402
0.0,-727.5078664049506,22755000.0,22754200.0,22755970.9,22756319.1,2022-11-26 23:05:20.663649
0.0,501.5576730594039,22753000.0,22753400.0,22752507.6,22752909.1,2022-11-26 23:05:21.736616
0.0,315.24134558066726,22753000.0,22753100.0,22752507.6,22752407.8,2022-11-26 23:05:22.967080
0.0,315.24134558066726,22753000.0,22753100.0,22752507.6,22752407.8,2022-11-26 23:05:24.066060
0.0,315.24134558066726,22753000.0,22753100.0,22752507.6,22752407.8,2022-11-26 23:05:25.142983
0.0,315.24134558066726,22753000.0,22753100.0,22752507.6,22752407.8,2022-11-26 23:05:26.229313
0.0,315.24134558066726,22753000.0,22753100.0,22752507.6,22752407.8,2022-11-26 23:05:27.310864
2.738184746137912,315.3580749370158,22753000.0,22753100.0,22752507.6,22752407.4,2022-11-26 23:05:28.380995
0.1895259591395172,315.211450047791,22753000.0,22753100.0,22752505.8,22752407.5,2022-11-26 23:05:29.459161
-1.5062207361263287,191.21614901348948,22753000.0,22753100.0,22752505.8,22752435.8,2022-11-26 23:05:30.538376
-2.1187831041931684,208.3545739762485,22753000.0,22753400.0,22752505.8,22754909.8,2022-11-26 23:05:31.629811
-1.3974410206327559,332.7305995263159,22753000.0,22753400.0,22753959.3,22754837.6,2022-11-26 23:05:33.057669
-2.638013966597171,169.10796846821904,22753500.0,22753900.0,22753872.3,22757574.0,2022-11-26 23:05:34.283168
-1.3867998121116663,775.3181115053594,22752000.0,22753100.0,22750713.4,22753118.2,2022-11-26 23:05:35.455662
-2.554912185238902,179.29720248281956,22753000.0,22753400.0,22752378.8,22755177.1,2022-11-26 23:05:36.522468
-1.438781255153477,184.5714105516672,22753000.0,22753400.0,22752378.8,22754854.1,2022-11-26 23:05:37.602195
-2.621626264631849,184.5714105516672,22753000.0,22753400.0,22752378.8,22754854.1,2022-11-26 23:05:39.172401
-3.7005354724695083,235.95438121631742,22753000.0,22753400.0,22752378.8,22754915.6,2022-11-26 23:05:40.278305
0.2022969138668722,433.17088740319014,22753000.0,22753400.0,22753934.2,22754678.2,2022-11-26 23:05:41.345138
-0.5763303630839323,247.24751461297274,22753500.0,22753700.0,22753908.6,22754679.4,2022-11-26 23:05:42.478567
1.5180879173627522,650.8934981673956,22753500.0,22753900.0,22755685.8,22753929.0,2022-11-26 23:05:43.579979
0.6821208713474759,650.8934981673956,22753500.0,22753900.0,22755685.8,22753929.0,2022-11-26 23:05:44.684445
0.3064966645252979,650.8934981673956,22753500.0,22753900.0,22755685.8,22753929.0,2022-11-26 23:05:45.756642
0.09252531855858082,528.7869457267225,22753500.0,22753900.0,22753928.9,22753879.4,2022-11-26 23:05:46.906366
0.041574305542543155,528.7869457267225,22753500.0,22753900.0,22753928.9,22753879.4,2022-11-26 23:05:47.973408
0.018680539643323807,528.7869457267225,22753500.0,22753900.0,22753928.9,22753879.4,2022-11-26 23:05:49.038669
-1.97490437948085,311.6832756251097,22753500.0,22753900.0,22753457.8,22756660.8,2022-11-26 23:05:50.176940
0.15388262294022995,485.61846205592155,22753500.0,22753900.0,22753457.8,22753906.2,2022-11-26 23:05:51.517061
0.06914391956137451,485.61846205592155,22753500.0,22753900.0,22753457.8,22753906.2,2022-11-26 23:05:52.579832
0.031068365751516912,485.61846205592155,22753500.0,22753900.0,22753457.8,22753906.2,2022-11-26 23:05:53.650845
0.013959916599944066,485.61846205592155,22753500.0,22753900.0,22753457.8,22753906.2,2022-11-26 23:05:54.727786
0.006272594865015666,485.61846205592155,22753500.0,22753900.0,22753457.8,22753906.2,2022-11-26 23:05:55.793582
0.002818458553024497,485.61846205592155,22753500.0,22753900.0,22753457.8,22753906.2,2022-11-26 23:05:56.887610
0.0012664150620378199,485.61846205592155,22753500.0,22753900.0,22753457.8,22753906.2,2022-11-26 23:05:57.984253
-0.19671942629083206,420.40175892040133,22753500.0,22753900.0,22753244.5,22754028.1,2022-11-26 23:05:59.095334
